songid,excitedness,happiness,duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,name,response_count,response_excitedness,response_happiness
4eGXklYrAij6cvqSn7HG8G,3.9390627894054457,0.21128500823723229,165878,5,1,4,0.645,0.572,0.482,0,0.789,-8.734,0.173,0.555,96.951,Squalid Rooms,20,3.9390627894054457,0.21128500823723229
39VrEEYtyGkppo9Yt2fRd5,4.1657714391553995,-0.9693163097199343,406533,1,1,4,0.82,0.327,0.41,0.816,0.143,-14.247,0.0331,0.228,138.688,Rock This Moon,20,4.1657714391553995,-0.9693163097199343
0Qj1LtSmA2gsLp1M6OjhKt,1.4986108538618272,2.4946457990115323,207653,2,1,4,0.125,0.587,0.693,0.0111,0.369,-11.694,0.0507,0.885,109.982,You Knew It Well,20,1.4986108538618272,2.4946457990115323
5WHTFyqSii0lmT9R21abT8,7.199666604926837,-2.5650741350906103,178480,9,1,4,0.296,0.674,0.881,3.01e-06,0.0793,-2.853,0.147,0.234,98.994,Me,20,7.199666604926837,-2.5650741350906103
3dC7Rc4WDgDST48ZzCCDSt,2.758844230413039,-1.630971993410215,80000,11,0,4,0.272,0.591,0.178,0.766,0.0972,-25.168,0.0411,0.762,119.999,Lunar Ecstasy,20,2.758844230413039,-1.630971993410215
26tVUcHq2nYLhA895WK40Q,2.158733098721985,0.5745469522240528,280627,5,1,4,0.176,0.57,0.822,7.34e-06,0.185,-7.211,0.0812,0.581,95.009,Look And Feel Years Younger,20,2.158733098721985,0.5745469522240528
4bEKbZoThpEbbeFMgmkxeP,7.43971105760326,0.9637561779242172,203547,9,1,4,6.02e-05,0.35,0.935,0,0.1,-4.595,0.0586,0.369,97.89,Rocket City Riot: Down with Her,20,7.43971105760326,0.9637561779242172
1IhnbJZ7FywEL7YCyLKDgv,-2.8822004074828667,-2.0980230642504134,334707,2,1,4,0.376,0.339,0.448,0.00766,0.11,-8.081,0.0295,0.164,57.902,Kings of the Desert,20,-2.8822004074828667,-2.0980230642504134
3cD7pLd4vNk4JSdtaeTdS7,6.259492498610853,0.8340197693574966,224133,4,1,4,0.00541,0.547,0.797,0.0261,0.128,-9.982,0.0292,0.894,134.489,Encima de Ti,20,6.259492498610853,0.8340197693574966
36Xo8C6YTaFO2QijDS03VL,0.6184478607149472,-3.0061779242174635,197627,2,0,4,0.197,0.574,0.626,0.00132,0.112,-10.215,0.0561,0.657,169.926,A Short Burst of Clarity,20,0.6184478607149472,-3.0061779242174635
4Y490gbAgtJUADjRJIw9QI,-0.06167808853491328,3.688220757825372,288453,5,1,1,0.541,0.62,0.623,0.0951,0.18,-7.075,0.0334,0.638,109.637,Stay Evil,20,-0.06167808853491328,3.688220757825372
7oJrVhiTPZGBXWPwhxjy9S,-3.2622707908872006,0.10749588138385358,156000,9,1,4,0.138,0.718,0.767,0,0.114,-5.641,0.166,0.519,160.084,Lust,20,-3.2622707908872006,0.10749588138385358
3m9zvjbilaBUMKNFcROBfF,5.059270235228746,-2.513179571663922,192324,10,0,4,0.0827,0.815,0.828,2.2e-06,0.134,-3.278,0.163,0.882,176.086,Juego,20,5.059270235228746,-2.513179571663922
52SQcjpPZHzfGaVgaYfE92,-1.0018521948508985,-3.473228995057661,310291,0,1,4,0.0341,0.614,0.832,0.418,0.21,-6.064,0.0329,0.678,84.002,Gold and rose,20,-1.0018521948508985,-3.473228995057661
538hPQNtP190KcS3ZnWY5M,2.458788664567513,-4.381383855024713,238360,1,1,4,0.197,0.808,0.721,0,0.205,-5.165,0.213,0.773,94.955,Just Like You,20,2.458788664567513,-4.381383855024713
4bmvfx88H75CcEE0mKXD3q,2.198740507501389,-0.9822899505766072,189143,10,0,4,0.0407,0.753,0.527,0.0149,0.102,-5.411,0.219,0.301,104.997,Certain Death,20,2.198740507501389,-0.9822899505766072
65pbNbbTCE9wuO2OrManUf,-0.2017040192628263,-0.22981878088962188,168973,9,1,4,0.283,0.391,0.878,1.01e-06,0.0797,-3.174,0.0521,0.579,179.749,Try it Like This,20,-0.2017040192628263,-0.22981878088962188
5kkxyqYSQrnHpfsmkjKi81,-3.8023708094091497,3.350906095551894,243280,11,0,4,0.232,0.639,0.815,0,0.299,-4.962,0.252,0.4,159.903,New Orleans,20,-3.8023708094091497,3.350906095551894
04BGOF5G8ztSjRkhhM0SmE,7.081311353954435,0.8145593080724878,252080,8,1,4,0.77,0.561,0.55,0.476,0.0921,-17.419,0.037,0.446,147.01,Permanent,20,7.081311353954435,0.8145593080724878
77RPiWUkclWraANCcG9Zje,4.199110946471569,0.3929159802306412,375347,2,0,4,0.00334,0.275,0.85,0.181,0.147,-8.246,0.0712,0.347,147.443,Fateful Kind Of Rage,20,4.199110946471569,0.3929159802306412
4j7ACYNg1DBjmAvrLhSJx5,-3.0622337469901835,-4.8224876441515665,204307,2,1,3,0.235,0.519,0.484,5.72e-05,0.122,-6.014,0.0263,0.252,126.843,Ole Soledad,20,-3.0622337469901835,-4.8224876441515665
5wvF37kHLf1FzrPHrojSiK,3.518984997221708,1.0415980230642494,233117,5,1,4,0.106,0.608,0.881,0.000232,0.132,-6.353,0.0692,0.505,102.586,Between there and here,20,3.518984997221708,1.0415980230642494
6u5PNKpwoJrMEnCY0hTkAi,5.327319874050748,-0.3387973640856678,504333,2,1,4,0.0783,0.368,0.371,1.27e-05,0.11,-13.426,0.0301,0.267,135.448,Crown Of Thorns,20,5.327319874050748,-0.3387973640856678
6p4BaB3AidFmJh7VA4lp3l,6.512872754213743,-0.7314662273476118,110922,0,1,3,0.983,0.749,0.16,3.7e-05,0.104,-16.838,0.0374,0.177,110.04,Come Out Baby,20,6.512872754213743,-0.7314662273476118
4GXBFrn6Blnp01QA5MUjAq,4.739210964993516,-4.926276771004942,447308,7,1,3,0.000122,0.248,0.79,0.822,0.0514,-8.681,0.0767,0.33,196.224,Making Circles,20,4.739210964993516,-4.926276771004942
6O9BjMCmHASzFfYSDTwZKT,3.2789405445452853,1.8459637561779232,236693,9,1,4,0.0048,0.505,0.769,0.0322,0.0356,-5.853,0.0374,0.407,119.416,A Rhyming Dictionary,20,3.2789405445452853,1.8459637561779232
0kuo7uE3WKpPqpmBUnxko2,-1.862011483608075,0.10749588138385473,208240,4,1,4,0.131,0.603,0.843,0.000503,0.346,-5.896,0.032,0.644,78.436,Essence of a smile,20,-1.862011483608075,0.10749588138385473
0YrZ7DY4XONeVUhhj1kHes,-1.101870716799407,1.3529654036243817,91267,7,1,3,0.981,0.669,0.0878,0.775,0.105,-23.661,0.0489,0.407,71.431,Jazz House,20,-1.101870716799407,1.3529654036243817
4RE3vueod5PL48rvHtuu9C,6.659566586404889,-1.0082372322899507,176827,1,0,4,0.0299,0.631,0.715,0,0.122,-6.083,0.0277,0.42,135.826,Pressure,20,6.659566586404889,-1.0082372322899507
0PCduL4v5QEEKqeRUv7TEC,1.1585478792368955,-3.0861820428336086,225867,0,1,4,0.986,0.381,0.0943,0.915,0.0906,-24.325,0.04,0.0794,127.71,The Gift,20,1.1585478792368955,-3.0861820428336086
5GL9QGFiozGy2qNuWwhSZa,2.4187812557881077,-9.0,221493,9,1,4,0.292,0.367,0.701,0.0518,0.276,-6.536,0.0362,0.493,117.494,Karma Dogs,20,2.4187812557881077,-9.0
2SDx0PooHZI1SQKR0y44bs,-3.382293017225412,-4.537067545304778,187733,0,1,4,0.0242,0.675,0.828,0.0102,0.364,-5.799,0.0454,0.669,122.229,Grace,20,-3.382293017225412,-4.537067545304778
1Wij9PK7rjvsVosd2V3ePW,7.979811076125208,2.935749588138385,265627,4,1,4,0.812,0.467,0.34,0.000146,0.38,-10.655,0.0342,0.236,149.049,Do You Think He Knows:,20,7.979811076125208,2.935749588138385
5GL9QGFiozGy2qNuWwhSZa,0.27838488609001677,0.41886326194398626,221493,9,1,4,0.292,0.367,0.701,0.0518,0.276,-6.536,0.0362,0.493,117.494,Karma Dogs:,20,0.27838488609001677,0.41886326194398626
2ESsNfspVoTIqHuuGbKVQq,4.479162807927393,-0.22981878088962265,377267,2,1,4,0.253,0.519,0.581,0.000905,0.0613,-6.9,0.0337,0.518,115.851,Silent Wings,20,4.479162807927393,-0.22981878088962265
2vkvU6mtXHX4AxPjtuLP0X,-2.02204111872569,-3.135914332784185,186760,0,1,4,0.588,0.514,0.511,0,0.0914,-7.738,0.0264,0.474,150.006,Brad Sucks - I Think I Started a Trend,20,-2.02204111872569,-3.135914332784185
5klF4axPp7dzJj9WROTfI9,7.859788849786998,-0.7228171334431639,131773,2,1,4,1.87e-06,0.315,0.942,0.000195,0.243,-4.706,0.0776,0.513,108.476,Rocket City Riot: Hypodermic,20,7.859788849786998,-0.7228171334431639
51tUT1gHE30GQPhn1agudM,7.079644378588626,7.035420098846788,251987,7,0,4,0.0862,0.839,0.72,0.00697,0.0772,-4.135,0.0483,0.203,122.993,Hideaway,20,7.079644378588626,7.035420098846788
2pkY5WY0A0L7GOdwwK2Sqc,-4.682533802556028,1.04159802306425,252301,5,0,4,0.0462,0.35,0.97,1.47e-05,0.133,-0.358,0.0467,0.239,140.004,Underside,20,-4.682533802556028,1.04159802306425
3JvKfv6T31zO0ini8iNItO,5.619373958140396,-1.5012355848434933,244360,4,0,4,0.695,0.445,0.537,1.6e-05,0.0944,-8.532,0.04,0.131,122.764,Long Way Down,20,5.619373958140396,-1.5012355848434933
0nrWZWkJM62ftQJSI8fDc0,6.539544360066679,2.6243822075782544,240333,0,1,4,0.123,0.478,0.633,0,0.41,-6.19,0.0345,0.287,89.909,World,20,6.539544360066679,2.6243822075782544
15PbIS33vBn2EpptWPR5ua,6.099462863493239,3.2990115321252054,241760,0,1,4,0.0738,0.503,0.815,0,0.751,-7.824,0.0387,0.452,142.467,In Your Place,20,6.099462863493239,3.2990115321252054
3JvKfv6T31zO0ini8iNItO,-3.1222448601592894,-0.12602965403624433,244360,4,0,4,0.695,0.445,0.537,1.6e-05,0.0944,-8.532,0.04,0.131,122.764,Long Way Down,20,-3.1222448601592894,-0.12602965403624433
51tUT1gHE30GQPhn1agudM,3.959066493795147,-2.7726523887973653,251987,7,0,4,0.0862,0.839,0.72,0.00697,0.0772,-4.135,0.0483,0.203,122.993,Hideaway,20,3.959066493795147,-2.7726523887973653
6OylYIXrIH2E3hgg7Dqz5M,6.67957029079459,2.3649093904448106,266200,2,1,4,0.148,0.691,0.718,4.71e-05,0.108,-8.457,0.0317,0.934,110.621,Another time,20,6.67957029079459,2.3649093904448106
6x4mFZqP4ERCUm15takQty,8.199851824411928,1.8719110378912676,284560,2,1,4,0.242,0.655,0.55,0.000139,0.105,-11.044,0.0304,0.53,106.04,Uncommon eloquence,20,8.199851824411928,1.8719110378912676
3yPEILmCGTnIiZx4qs8wIU,4.499166512317095,6.360790774299836,203160,11,1,4,0.749,0.558,0.513,0,0.0901,-9.182,0.032,0.772,163.793,Land of Lincoln,20,4.499166512317095,6.360790774299836
6GBv0Aff8k2XAiLcFBq8X8,0.958510835339878,-1.2677100494233953,225333,7,1,4,0.0229,0.665,0.82,0,0.08,-9.817,0.0359,0.367,105.072,You Bow Down,20,0.958510835339878,-1.2677100494233953
2U8g9wVcUu9wsg6i7sFSv8,3.358955362104093,0.08154859967050966,240796,9,1,4,0.00193,0.425,0.733,0.00922,0.171,-6.883,0.0396,0.313,117.985,Waterfall,20,3.358955362104093,0.08154859967050966
7hKb3mcD1XDXkPM48KTzPm,4.339136877199481,4.207166392092258,235400,11,0,4,0.429,0.605,0.868,0.0714,0.0509,-4.519,0.081,0.501,122.045,The angle of repose,20,4.339136877199481,4.207166392092258
28qba3LWCmnK8v33X3ia7p,4.939248008890535,2.650329489291597,259240,7,1,4,0.0454,0.503,0.825,1.55e-05,0.714,-7.124,0.0494,0.29,98.404,Set fire to the city,20,4.939248008890535,2.650329489291597
5WA0hq0yt2Fup2HjZd6m7s,-1.9586960548249663,-0.13684102141680513,735033,7,1,3,0.589,0.347,0.668,0,0.88,-8.168,0.0705,0.567,155.494,I have a mind,20,-1.9586960548249663,-0.13684102141680513
64gyqTtDDel7B2NoEkOa0A,-0.5617706982774592,0.9897034596375608,259144,1,1,4,0.623,0.645,0.658,1.91e-05,0.107,-6.625,0.0532,0.19,77.021,In the Movies,20,-0.5617706982774592,0.9897034596375608
6o4hRNyMUKs0JiQRslWlOQ,-1.3819225782552325,-0.8525535420098861,172817,0,0,4,0.0918,0.779,0.601,0.876,0.0994,-8.209,0.157,0.0676,177.81,Human needs,20,-1.3819225782552325,-0.8525535420098861
51CWG1jck4bCwpXyQaEzpy,4.899240600111131,-2.8764415156507424,344160,10,1,4,0.675,0.551,0.12,0.00114,0.113,-15.684,0.0369,0.0687,126.953,Walk among the bones,20,4.899240600111131,-2.8764415156507424
1rQlX6qhy2DN4NjR5WtI81,0.11835525097240243,4.5963756177924235,164373,9,1,3,0.594,0.466,0.531,0.000186,0.101,-7.045,0.0329,0.233,133.847,You barely see me,20,0.11835525097240243,4.5963756177924235
7cioKB5CHVzk09SOtTyn0T,-0.5017595851083532,2.961696869851728,369040,1,0,4,0.103,0.436,0.534,0.00643,0.507,-9.416,0.0773,0.325,122.822,Haunted,20,-0.5017595851083532,2.961696869851728
1FSWSs9CL01RCYxXtm08Rf,-3.0022226338210776,-1.4233937397034606,202227,11,0,4,0.305,0.672,0.748,0,0.0811,-5.922,0.0589,0.964,163.984,Didn't You Know?,20,-3.0022226338210776,-1.4233937397034606
3tZm76otWH20xzJC7icHCk,3.5789961103908126,0.9897034596375608,270893,10,1,4,0.355,0.856,0.755,0.000621,0.145,-5.691,0.0331,0.842,123.883,Didn't I,20,3.5789961103908126,0.9897034596375608
3J6d6HHUo4asU5KfmakhVE,-2.242081867012409,0.15939044481054293,570203,3,0,4,0.806,0.399,0.999,0.889,0.945,-19.593,0.0371,0.0085,72.763,Driftwood fire,20,-2.242081867012409,0.15939044481054293
4eidd3EhNcWOL7BlWLrI6t,5.419336914243377,1.7681219110378896,198547,2,0,4,0.619,0.626,0.414,0,0.104,-10.505,0.0484,0.326,137.123,My heart still beats,20,5.419336914243377,1.7681219110378896
1NY2tfzHnTKb0DLOvRsy2A,7.359696240044452,0.9118616144975287,178733,9,1,4,0.574,0.566,0.624,0.0037,0.215,-8.374,0.0307,0.821,120.778,Sunday Again,20,7.359696240044452,0.9118616144975287
0Gp3ADrBugcgmwNyoSBGXM,-0.7218003333950728,1.2491762767710037,309480,7,1,3,0.442,0.59,0.375,0.00175,0.114,-11.064,0.0271,0.195,113.853,Cornflakes for supper,20,-0.7218003333950728,1.2491762767710037
4etNL4PavC45U3KyF9zl87,-5.14261900351917,-3.5251235584843497,229747,7,1,4,0.854,0.668,0.388,4.37e-06,0.0673,-10.327,0.0292,0.497,122.641,Maybe Meagan,20,-5.14261900351917,-3.5251235584843497
6ImeIerxu70OpqXSLH0Orm,-0.9018336729023894,2.105436573311367,112933,5,1,4,0.0424,0.874,0.643,0.0003,0.0967,-10.383,0.0312,0.797,101.525,Ring around the rosey,20,-0.9018336729023894,2.105436573311367
5UDn6bOBap0bQqtPGJdlwi,2.1187256899425813,-2.7726523887973653,142133,7,1,4,0.293,0.612,0.83,0.000161,0.0829,-6.818,0.038,0.905,96.523,He Should Love Her,20,2.1187256899425813,-2.7726523887973653
7Lf7oSEVdzZqTA0kEDSlS5,-0.6217818114465642,1.3010708401976916,288333,8,0,4,0.575,0.624,0.653,0,0.104,-6.582,0.176,0.565,73.884,Justified,20,-0.6217818114465642,1.3010708401976916
5TAoNdWvk0Q5EPYFFGKkBJ,0.17836636414150747,-3.992174629324548,288838,7,1,4,0.0388,0.712,0.489,0,0.105,-10.11,0.328,0.164,72.813,Mr. Myers,20,0.17836636414150747,-3.992174629324548
1LZbB5B4TAo5Qo9dOuiHjm,6.8395999259122044,1.1713344316309715,393427,11,1,4,0.139,0.797,0.891,0.912,0.306,-14.709,0.067,0.698,130.011,Abstract Power Remix (by DiViD),20,6.8395999259122044,1.1713344316309715
1jhBlOM8nBL48q56qCBxtk,-1.988449992486379,3.1369634142550744,214027,10,0,4,0.0192,0.763,0.837,0.811,0.247,-11.823,0.0585,0.858,159.952,Sproing-A-Dub,20,-1.988449992486379,3.1369634142550744
6q5F4SkRiYcIb2O3qD6RRs,-4.122430079644378,2.452553542009883,259000,0,0,4,0.631,0.36,0.453,0.0686,0.0901,-12.938,0.049,0.0514,139.991,Dominus Illuminato Mea,20,-4.122430079644378,2.452553542009883
5wU6jk9kxYzFGUpeE6T2Q5,-4.364474902759769,-3.78355848434926,243520,0,1,4,0.00208,0.581,0.75,0.000442,0.109,-7.211,0.0304,0.325,132.195,Beneath the Skin,20,-4.364474902759769,-3.78355848434926
5U9oLGkHZxF53ygWpP31hT,2.1056797957753846,-0.9134732469020848,240000,0,1,4,0.885,0.63,0.242,0.892,0.0904,-16.499,0.0303,0.134,108.023,Eye Heart Knot,20,2.1056797957753846,-0.9134732469020848
1sT806BdT4n5oQ6QskcAdb,-2.2806075199110944,3.1957029104887424,416413,7,1,4,0.0058,0.806,0.777,0.93,0.11,-7.306,0.0518,0.079,123.007,Blue-tinted Sunglasses,20,-2.2806075199110944,3.1957029104887424
45AkDDm2MXd9AaUeDrhi4R,-3.205593628449712,2.1048960049423395,210480,2,0,4,0.364,0.879,0.617,0.0203,0.117,-5.011,0.231,0.702,124.934,Electro Jive,20,-3.205593628449712,2.1048960049423395
1nYw0va8CDNF7FKqjvjWFf,-5.966581112904505,-1.3158978583196055,191307,0,0,4,0.312,0.511,0.873,0.000914,0.173,-5.324,0.0289,0.738,135.696,House Of Tomorrow,20,-5.966581112904505,-1.3158978583196055
7waZQV8aMT405seWNuWvt0,-6.6464268982273405,-1.145605194301773,382840,7,1,4,0.0074,0.794,0.873,0.829,0.108,-7.969,0.0401,0.776,127.963,Known Bugs,20,-6.6464268982273405,-1.145605194301773
1s7egXFpKAkd5VQBYwVf35,-3.8911532080408895,-2.2561358617547054,288000,5,1,4,0.000295,0.363,0.942,6.46e-06,0.329,-5.657,0.0605,0.323,163.235,Murder Machine,20,-3.8911532080408895,-2.2561358617547054
6s7y1qTFNGGynLBFXq4uHt,-5.13461752176329,1.7675453047775942,458133,1,0,4,0.061,0.799,0.832,0.932,0.0914,-11.719,0.046,0.118,128.014,Skunk Werks,20,-5.13461752176329,1.7675453047775942
0AXQFmU88hVhan5teKTPl5,-3.1439510074757737,-1.8529040625328617,220446,3,0,4,0.992,0.0657,0.0739,0.934,0.119,-20.907,0.0454,0.0358,57.31,moments of clarity,20,-3.1439510074757737,-1.8529040625328617
30dpzlEDkhGMGdBVUFETid,-3.1745622408708165,-1.4852680268660505,215053,4,0,4,0.0466,0.765,0.317,0.482,0.124,-12.178,0.0495,0.352,70.918,7 Nine Skank,20,-3.1745622408708165,-1.4852680268660505
7IJvxxpfiKbDM2EUy1CcZ0,5.918376697439097,2.217874794069192,423680,4,0,4,0.000146,0.756,0.937,0.769,0.0938,-8.074,0.0407,0.307,129.995,Spear Burn,20,5.918376697439097,2.217874794069192
1j08GhNruTd5fmOfQrNE0p,-5.388787039172032,0.8800894328077183,239467,1,1,4,0.0536,0.816,0.711,0,0.129,-4.582,0.33,0.53,91.72,Roots Fi Cool,20,-5.388787039172032,0.8800894328077183
56LeMNuo53uxNDHhho6xuu,-4.977588442304131,-0.5476729818780897,386267,2,1,4,0.000734,0.738,0.685,0.829,0.0982,-8.051,0.0488,0.143,128.987,Starbase Lounge Music,20,-4.977588442304131,-0.5476729818780897
48BAsHNpx5Mc75xHdjVoXB,-2.3567372458314315,1.9788644673926137,19640,3,0,3,0.893,0.581,0.997,4.42e-05,0.756,-16.493,0.798,0.0366,80.498,Introduction,20,-2.3567372458314315,1.9788644673926137
1B3eQOowqfL9wK6vongZYi,-6.964623078347844,-0.5491144975288303,441600,0,0,4,0.053,0.512,0.565,0.867,0.111,-11.841,0.0356,0.053,125.014,Distant Activity,20,-6.964623078347844,-0.5491144975288303
21TgXRMWhwrQz5BsUOTUM4,1.45965627162925,-6.730295673285356,273320,6,1,4,0.0974,0.672,0.62,0.773,0.0993,-8.642,0.0332,0.183,95.024,Revolver (Featuring Canola Tenderfoot),20,1.45965627162925,-6.730295673285356
2aRLK7bpZpc328poE1Oqtn,-2.8021855899240595,0.9009364432498059,161067,11,1,4,0.116,0.423,0.95,0,0.324,-3.569,0.0825,0.612,163.874,Viva La Revolucion,20,-2.8021855899240595,0.9009364432498059
47a5MMfdDCiH4G6LNhsFnX,6.5275421374328575,2.0466227347611197,384173,6,0,4,9.25e-06,0.781,0.912,0.908,0.0877,-7.008,0.0683,0.264,131.015,Electro Kinetic,20,6.5275421374328575,2.0466227347611197
6jZLw7NDn4CH76eTI8TMGG,-5.984313334378161,-3.0660562666328732,154827,3,0,4,0.181,0.69,0.959,0,0.364,-2.833,0.298,0.55,88.029,Talk Box,20,-5.984313334378161,-3.0660562666328732
3AHbmf5Jt282ebdkGWwozI,-1.683645119466568,-1.4688014827018125,135120,5,1,4,0.487,0.604,0.571,0,0.0937,-9.606,0.225,0.562,124.875,Blue Line,20,-1.683645119466568,-1.4688014827018125
6ilOX4nhd5l1A3qvRI8VmL,-5.552694943508056,-0.11305601317957178,332591,1,1,4,0.825,0.28,0.482,0.891,0.443,-15.975,0.0474,0.364,66.98,trioxidation,20,-5.552694943508056,-0.11305601317957178
7HvOpLPX3Acs9EHYydzBPD,-7.4780514910168545,-3.0861820428336086,379920,10,0,4,0.00327,0.441,0.625,0.537,0.0975,-11.725,0.0362,0.205,108.696,Hans Christian : Desperado,20,-7.4780514910168545,-3.0861820428336086
7gLQhAnRFcTojLXeDCIpMb,-3.865715873309872,-3.657022240527183,364920,4,0,4,0.131,0.501,0.546,0.361,0.17,-13.82,0.0815,0.775,90.006,Ruff and Tumble (Mr Epic),20,-3.865715873309872,-3.657022240527183
5jgb3kQSdYmju09UqfsCQN,-9.0,-2.2537067545304783,475787,5,1,4,0.000773,0.606,0.995,0.816,0.0965,-7.279,0.0435,0.148,140.011,Sunset (Endless Night Journey remix),20,-9.0,-2.2537067545304783
2o6dWVVORwk1JR0PjZb2EA,7.231672531950362,5.034019769357496,126000,9,0,3,0.963,0.271,0.11,0.876,0.172,-23.762,0.0401,0.0349,115.111,Interplanetary Travel,20,7.231672531950362,5.034019769357496
7mv1YRIm56fj9VUQxiojUd,-2.123726616040007,-0.3033360790774314,478373,9,0,4,0.00293,0.64,0.995,0.89,0.134,-7.562,0.0488,0.106,138.004,Sunset (138 BPM Remix),20,-2.123726616040007,-0.3033360790774314
4Lou0cIilqnu4v5eAZHCYJ,-3.9757362474532316,2.883855024711695,216602,7,0,4,0.114,0.696,0.579,0,0.126,-4.079,0.0322,0.201,116.954,Manteia,20,-3.9757362474532316,2.883855024711695
2NZkPiojRVvsTkjaSqAKUP,-0.9685126875347292,-5.060337726523889,304240,9,1,4,0.35,0.452,0.612,0,0.633,-10.964,0.0826,0.62,125.539,Summer Night Heaven,20,-0.9685126875347292,-5.060337726523889
0HVba4HUwHnGlkHNitXMEL,-4.402481941100204,1.1453871499176274,203573,8,1,4,0.378,0.68,0.571,0,0.103,-7.054,0.222,0.0911,145.021,Bad Dreams,20,-4.402481941100204,1.1453871499176274
3gHYWCmuJ2YGgIiA4lunqe,-8.321541026115947,-1.492586490939044,320000,9,0,4,0.0626,0.367,0.408,0.862,0.0936,-11.691,0.0304,0.0665,120.013,He Is Leaving Us,20,-8.321541026115947,-1.492586490939044
1QVF9JOvsO9koQhq1XQTzy,-1.2218929431376175,2.442751235584842,354213,11,0,4,0.198,0.775,0.805,0.111,0.0912,-8.594,0.0518,0.717,114.886,Meditation,20,-1.2218929431376175,2.442751235584842
5UVsbUV0Kh033cqsZ5sLQi,7.356362289312834,5.571560955518946,199653,8,0,4,0.145,0.451,0.62,0.0239,0.0677,-5.609,0.0361,0.5,123.487,Terminus,20,7.356362289312834,5.571560955518946
4b98MJjH17vEgCEl4y4AOU,7.021062101447357,5.106054365733115,231427,9,0,4,0.536,0.344,0.468,0.887,0.108,-15.347,0.0477,0.054,120.033,Opening yet closing,20,7.021062101447357,5.106054365733115
51wraBsCPN2svE8Ircwmlr,-2.782181885534358,1.0415980230642494,194785,8,1,4,0.369,0.743,0.239,0,0.159,-7.632,0.0384,0.236,93.881,Lost,20,-2.782181885534358,1.0415980230642494
2XogRQmxKGFdOAqwe8rBPU,-0.45508427486571557,-5.084122734761121,123227,1,1,4,0.994,0.0688,0.00613,0.961,0.0643,-27.773,0.0487,0.0334,73.661,Vernal Equinox,20,-0.45508427486571557,-5.084122734761121
2JTmQJF5E0UdUxQNROWbmZ,2.5338025560288933,-2.1109967051070844,220987,6,0,4,0.00113,0.432,0.94,0.0473,0.208,-7.424,0.0384,0.612,163.96,Delirious,20,2.5338025560288933,-2.1109967051070844
7N1Vjtzr1lmmCW9iasQ8YO,-3.0405630672346726,1.9324546952224038,224533,11,0,4,0.125,0.813,0.703,1.26e-06,0.237,-5.077,0.268,0.241,94.828,Survival,20,-3.0405630672346726,1.9324546952224038
4TYEIckMi7PTCh1kiknKSy,-7.551398407112426,-2.729406919275125,479467,5,0,4,0.612,0.437,0.438,0.393,0.0736,-12.919,0.0444,0.845,174.256,Knucklehead,20,-7.551398407112426,-2.729406919275125
5H6NuwaD50Bju3vMZvAfC2,5.265975180588997,-0.3033360790774298,363960,10,1,4,0.75,0.506,0.497,0.905,0.1,-21.268,0.0408,0.0788,145.006,Sartinal I,20,5.265975180588997,-0.3033360790774298
6Ty1FgICCwfW9OjiOjyitK,5.742730135210224,-1.778006589785832,391427,11,1,3,0.194,0.151,0.562,0.923,0.123,-11.455,0.0399,0.0387,136.066,Ferrilotyr,20,5.742730135210224,-1.778006589785832
1Lma3yrNXT5xkQmRDAvoMW,-0.8556712781569237,0.512672665061462,269093,6,1,4,0.000287,0.601,0.773,0.481,0.112,-7.365,0.0318,0.38,122.004,Deep House,20,-0.8556712781569237,0.512672665061462
5Xjcst6Rle74VteHx0zczO,-0.7818114465641784,-1.7088138385502467,489453,2,1,4,0.136,0.363,0.533,0,0.358,-8.319,0.0314,0.0693,144.005,Spirit Walker,20,-0.7818114465641784,-1.7088138385502467
07CP9WUh7LMCrDDNF2Tkfk,0.31505834413780404,1.0524093904448097,278987,9,0,4,0.00538,0.652,0.694,0.822,0.196,-11.267,0.0713,0.456,91.007,Mr Gelatine: Unknown Quantity,20,0.31505834413780404,1.0524093904448097
26zWsJ2K7yvpMi6zZBZPTM,2.3264564662971776,-1.5950449879609694,343853,0,1,4,0.182,0.451,0.429,0.000967,0.094,-11.562,0.0316,0.254,128.401,Where the Earth Is,20,2.3264564662971776,-1.5950449879609694
4yCVwfQaA2qXER2jAYVVqu,7.484719392480088,-1.2309514003294908,127910,10,0,4,0.0459,0.49,0.928,0.945,0.338,-3.476,0.082,0.622,121.711,Memories of Tomorrow,20,7.484719392480088,-1.2309514003294908
4SaqoEfn55YazL0HvGKiDs,-6.377847749583255,2.289229818780889,400630,10,0,4,0.00817,0.745,0.901,0.918,0.323,-8.149,0.108,0.0194,127.024,Click Here,20,-6.377847749583255,2.289229818780889
5brHijrNA7UAFw74p4f5v3,-8.028153361733652,-0.06548599670510738,223847,5,0,4,0.0632,0.623,0.493,0,0.104,-7.727,0.0338,0.594,81.019,Down Low,20,-8.028153361733652,-0.06548599670510738
6Ic2MP2hzoBLe3r1VIle8J,-5.791072420818669,0.2437191103789113,180053,5,0,4,0.188,0.83,0.594,4.85e-06,0.0881,-5.4,0.0432,0.718,140.006,ting,20,-5.791072420818669,0.2437191103789113
6l6bS5HsfZT5cRS9cnLGBd,-5.882756065938137,-1.5877265238879747,257384,1,1,5,0.842,0.275,0.466,0.285,0.39,-5.161,0.0302,0.204,111.482,Plethora,20,-5.882756065938137,-1.5877265238879747
